package,risk_score,in_degree,out_degree,betweenness,clustering,dependents_count,downloads,staleness_days,maintainer_risk,in_degree_norm,out_degree_norm,betweenness_norm,dependents_count_norm,downloads_norm,staleness_norm,clustering_risk_norm,type,rank
url-parse,0.4924847901252918,1,0,0.0,0.0,2588673,115109582,1256,0.25,0.05,0.0,0.0,0.9485657987054016,0.6995533551907466,0.995308818122829,1.0,dependency,88
lodash.once,0.49223850359615795,1,0,0.0,0.0,731125,106471098,1265,0.3333333333333333,0.05,0.0,0.0,0.8673499722397214,0.6914397382413896,0.9963038355797403,1.0,dependency,236
detect-libc,0.4917112975896628,1,0,0.0,0.0,2309281,237036103,61,1.0,0.05,0.0,0.0,0.9412293466078732,0.7746798425079612,0.5756018933903966,1.0,dependency,102
escape-html,0.49136406236566255,4,0,0.0,0.3333333333333333,2500873,212492401,749,0.5,0.2,0.0,0.0,0.9463492683748009,0.763311330384873,0.9232863087447719,0.6666666666666667,dependency,90
d3-timer,0.491083317543772,1,0,0.0,0.0,91106,66708216,1270,0.5,0.05,0.0,0.0,0.733573119119392,0.6428121736320339,0.9968535709727763,1.0,dependency,335
string_decoder,0.4906735667787916,1,1,0.0,0.0,1091725,629054166,876,0.2,0.05,0.012048192771084338,0.0,0.8931044765516732,0.8761902787171878,0.9451037672813927,1.0,seed,193
lodash.isboolean,0.49051533353787585,1,0,0.0,0.0,611406,100749756,1265,0.3333333333333333,0.05,0.0,0.0,0.8558629210480196,0.6856950888502701,0.9963038355797403,1.0,dependency,254
https-proxy-agent,0.4902896229538254,1,0,0.0,0.0,1575850,419584766,51,1.0,0.05,0.0,0.0,0.9166817392287567,0.8340728329389041,0.5510708286852967,1.0,dependency,154
axobject-query,0.49026057567636183,1,0,0.0,0.0,2039445,105732745,507,0.5,0.05,0.0,0.0,0.9332473556615956,0.6907159671404393,0.8689508466104213,1.0,dependency,124
d3-path,0.4900993589713384,1,0,0.0,0.0,121167,78365110,1081,0.5,0.05,0.0,0.0,0.751889875783587,0.6595624219376868,0.9744002756256848,1.0,dependency,323
d3-ease,0.4899871262939942,1,0,0.0,0.0,83646,63287929,1270,0.5,0.05,0.0,0.0,0.7280854109534852,0.6373379693001633,0.9968535709727763,1.0,dependency,339
@aws-crypto/sha256-js,0.4898905018904096,18,0,0.0,0.0,71832,113546874,196,0.125,0.9,0.0,0.0,0.7183045826854708,0.698131714595881,0.736836212663224,1.0,dependency,349
d3-time,0.48978839171113253,1,0,0.0,0.0,120212,73299761,1098,0.5,0.05,0.0,0.0,0.7513815784338664,0.6526125850166902,0.976574506460014,1.0,dependency,326
fontkit,0.4895928123843689,1,0,0.0,0.0,22273,13810737,482,1.0,0.05,0.0,0.0,0.6430879364258671,0.4790149105300966,0.8619126384438626,1.0,dependency,409
lodash.includes,0.489465026043158,1,0,0.0,0.0,608242,91364688,1265,0.3333333333333333,0.05,0.0,0.0,0.8555296347044516,0.6755253002466599,0.9963038355797403,1.0,dependency,256
lodash.isinteger,0.48934498711400976,1,0,0.0,0.0,610304,90127673,1265,0.3333333333333333,0.05,0.0,0.0,0.855747035797897,0.6741075098617322,0.9963038355797403,1.0,dependency,255
lodash.isnumber,0.4892266995454645,1,0,0.0,0.0,615644,88630279,1265,0.3333333333333333,0.05,0.0,0.0,0.8563066471753371,0.6723650227988387,0.9963038355797403,1.0,dependency,253
@aws-crypto/sha256-browser,0.4880938043477635,18,0,0.0,0.0,71363,95919776,196,0.125,0.9,0.0,0.0,0.7178838020298938,0.6805855198249974,0.736836212663224,1.0,dependency,351
mpath,0.48808282786670365,1,0,0.0,0.0,668928,14778862,1264,0.5,0.05,0.0,0.0,0.8616387958174028,0.48606148611479694,0.9961936279970478,1.0,dependency,246
encodeurl,0.48788194044425803,4,0,0.0,0.3333333333333333,2318351,358987350,553,0.5,0.2,0.0,0.0,0.941481151480472,0.8178501303123931,0.8810403576211537,0.6666666666666667,dependency,100
d3-shape,0.487289513711493,1,0,0.0,0.0,121138,80413743,968,0.5,0.05,0.0,0.0,0.7518744996434255,0.6622464329309348,0.9590167318999141,1.0,dependency,324
d3-array,0.48720294180807755,1,0,0.0,0.0,133435,86341827,919,0.5,0.05,0.0,0.0,0.7580851464107663,0.6696442865711746,0.9517796221790468,1.0,dependency,317
fsevents,0.48708223216805513,0,0,0.0,0.0,5289351,100342779,443,0.5,0.0,0.0,0.0,0.994466349610087,0.6852741071705984,0.8501705620795623,1.0,seed,5
@babel/plugin-syntax-object-rest-spread,0.48690687618510664,0,1,0.0,0.0,4657287,147511195,1272,0.16666666666666666,0.0,0.012048192771084338,0.0,0.9862913915149062,0.7253488899907002,0.9970728598365707,1.0,seed,22
@types/debug,0.4867961747979257,1,0,0.0,0.0,298717,79702092,124,1.0,0.05,0.0,0.0,0.8098523381643223,0.6613218958708249,0.6733937569720551,1.0,dependency,276
cheerio-select,0.4864292766722812,1,0,0.0,0.0,103761,39684954,1266,0.5,0.05,0.0,0.0,0.7419281166175079,0.5887959970745873,0.996413956144988,1.0,dependency,330
@babel/plugin-syntax-optional-catch-binding,0.4864136815120509,0,1,0.0,0.0,4539577,142921435,1272,0.16666666666666666,0.0,0.012048192771084338,0.0,0.9846469724367399,0.7220613623383083,0.9970728598365707,1.0,seed,27
oauth-sign,0.4863620604842648,1,0,0.0,0.0,691549,63029188,1262,0.3333333333333333,0.05,0.0,0.0,0.8637751599315695,0.6369118881331405,0.9959729512284748,1.0,dependency,242
@babel/plugin-syntax-json-strings,0.4859483238630391,0,1,0.0,0.0,4444129,138473130,1272,0.16666666666666666,0.0,0.012048192771084338,0.0,0.9832819404223517,0.7187728178625793,0.9970728598365707,1.0,seed,32
d3-time-format,0.48560731337622476,1,0,0.0,0.0,120327,68689290,968,0.5,0.05,0.0,0.0,0.7514430004476521,0.6458559287740258,0.9590167318999141,1.0,dependency,325
d3-format,0.48554806003664885,1,0,0.0,0.0,121581,67863130,968,0.5,0.05,0.0,0.0,0.7521089830665534,0.644597412759366,0.9590167318999141,1.0,dependency,322
pretty-bytes,0.48541877398630295,1,0,0.0,0.0,1933851,83658552,75,1.0,0.05,0.0,0.0,0.9298322380204347,0.6663607636676262,0.6039973690874845,1.0,dependency,131
node-fetch,0.48537279689554486,1,3,0.0,0.0,1817321,348823440,736,0.2,0.05,0.03614457831325301,0.0,0.925839915784377,0.814862944935673,0.9208476723684798,1.0,dependency,138
@octokit/plugin-request-log,0.4852933855066536,1,0,0.0,0.0,110708,36590654,198,1.0,0.05,0.0,0.0,0.7460910165169351,0.5803528602032082,0.738244989173196,1.0,dependency,329
d3-scale,0.48517924644857047,1,0,0.0,0.0,119152,66320309,968,0.5,0.05,0.0,0.0,0.7508126449012671,0.6422056150438682,0.9590167318999141,1.0,dependency,328
fresh,0.48510188218201855,2,0,0.0,0.5,5019855,234990911,205,1.0,0.1,0.0,0.0,0.9911071077916264,0.7737785647822699,0.7430665746231447,0.5,seed,10
yargs,0.4848427135560798,0,6,0.0,0.03333333333333333,4893685,545186829,192,0.5,0.0,0.07228915662650602,0.0,0.989471926188826,0.8613081719843197,0.7339752366768691,0.9666666666666667,seed,18
readable-stream,0.4847786602102505,1,5,0.0,0.0,1100152,812952206,332,0.3333333333333333,0.05,0.060240963855421686,0.0,0.8935984161540571,0.9028631510291513,0.8100482083714435,1.0,seed,188
log-symbols,0.48467296284993433,1,0,0.0,0.0,1543198,235351426,52,1.0,0.05,0.0,0.0,0.9153367506187243,0.7739380050593583,0.5537274364106304,1.0,dependency,157
fill-range,0.48436304173981026,0,1,0.0,0.0,5461792,410804129,563,0.25,0.0,0.012048192771084338,0.0,0.9965271614917667,0.8318732042886878,0.8835353738677264,1.0,seed,3
d3-dispatch,0.48410158547276616,1,0,0.0,0.0,79274,37150090,1270,0.5,0.05,0.0,0.0,0.7246369922657243,0.581930979775644,0.9968535709727763,1.0,dependency,341
d3-selection,0.48334096342040367,1,0,0.0,0.0,72750,36411173,1270,0.5,0.05,0.0,0.0,0.7191203073076781,0.5798414442100651,0.9968535709727763,1.0,dependency,348
retry-as-promised,0.4832114888856922,1,0,0.0,0.0,159740,9376893,281,1.0,0.05,0.0,0.0,0.7696434260688607,0.4387439853731652,0.7868637387074479,1.0,dependency,302
arch,0.4830626711506415,1,0,0.0,0.0,673262,51376830,662,0.5,0.05,0.0,0.0,0.8620536457848286,0.6156519419853932,0.9060901914977262,1.0,dependency,245
d3-transition,0.48267040322948207,1,0,0.0,0.0,68594,35400757,1270,0.5,0.05,0.0,0.0,0.7153416934970713,0.576914456111456,0.9968535709727763,1.0,dependency,361
etag,0.48255876865891034,2,0,0.0,0.5,4534857,195935698,205,1.0,0.1,0.0,0.0,0.9845801476339713,0.7548743897088421,0.7430665746231447,0.5,seed,28
triple-beam,0.48219513891030674,1,0,0.0,0.0,135332,59579995,879,0.5,0.05,0.0,0.0,0.7589919446270035,0.6310586285407179,0.9455800375973024,1.0,dependency,315
cli-table3,0.48216578605999194,1,0,0.0,0.0,497518,84414080,571,0.5,0.05,0.0,0.0,0.8426218039622771,0.667295835928635,0.8854997399841332,1.0,dependency,264
d3-drag,0.48208890615708855,1,0,0.0,0.0,62693,35388301,1270,0.5,0.05,0.0,0.0,0.7095633244640612,0.5768778544205303,0.9968535709727763,1.0,dependency,366
@smithy/util-utf8,0.48169046927972137,18,0,0.0,0.0,14686,322627809,66,0.3333333333333333,0.9,0.0,0.0,0.6163359642036985,0.8067435521332411,0.5864187610696431,1.0,dependency,423
d3-hierarchy,0.4812075719922342,1,0,0.0,0.0,73704,29420962,1270,0.5,0.05,0.0,0.0,0.7199571862469362,0.557670650989112,0.9968535709727763,1.0,dependency,347
d3-zoom,0.4810428732592451,1,0,0.0,0.0,57906,33611345,1270,0.5,0.05,0.0,0.0,0.70446114130724,0.5715197085989177,0.9968535709727763,1.0,dependency,369
oauth,0.48101131090879456,1,0,0.0,0.0,76389,13584169,268,1.0,0.05,0.0,0.0,0.722255660729017,0.47729451891294106,0.7802814647229938,1.0,dependency,343
tmp,0.48090297615371524,1,0,0.0,0.0,992625,215107060,52,1.0,0.05,0.0,0.0,0.8869916025622219,0.7645832861536699,0.5537274364106304,1.0,dependency,215
date.js,0.4802221840764903,1,0,0.0,0.0,4129,1188285,1269,1.0,0.05,0.0,0.0,0.5348394156707653,0.22389483087914902,0.9967437971074945,1.0,dependency,495
http2-wrapper,0.4797223008474585,1,0,0.0,0.0,138437,69361774,756,0.5,0.05,0.0,0.0,0.7604491074231385,0.646869220082176,0.9245819701142646,1.0,dependency,310
p-retry,0.47953455521364974,1,0,0.0,0.0,2253698,89241707,57,1.0,0.05,0.0,0.0,0.9396642898398642,0.6730800592229971,0.5663006015368179,1.0,dependency,104
merge-descriptors,0.479267748939841,1,0,0.0,0.0,4062436,220920702,749,0.16666666666666666,0.05,0.0,0.0,0.9775133875790545,0.7673569164285765,0.9232863087447719,1.0,dependency,55
@types/node,0.4792039642560476,2,1,1.795320625028052e-05,0.0,1060374,569923996,23,1.0,0.1,0.012048192771084338,0.018181818181818184,0.8912327829196737,0.8659233863195336,0.4432358220932739,1.0,seed,209
d3-quadtree,0.4790719236191,1,0,0.0,0.0,64945,25906850,1270,0.5,0.05,0.0,0.0,0.7118302745099978,0.5444410789947092,0.9968535709727763,1.0,dependency,363
json-stringify-safe,0.4790398714353882,1,0,0.0,0.0,5239,123557935,1265,0.5,0.05,0.0,0.0,0.550130655511996,0.7069196469416646,0.9963038355797403,1.0,dependency,488
cookie-signature,0.47898378188568314,1,0,0.0,0.0,4104495,222403185,401,0.3333333333333333,0.05,0.0,0.0,0.9781750235055762,0.7680525153455477,0.8363113128423599,1.0,dependency,53
d3-force,0.47897414754557277,1,0,0.0,0.0,64420,25793419,1270,0.5,0.05,0.0,0.0,0.711308895587305,0.5439846971821296,0.9968535709727763,1.0,dependency,364
brace-expansion,0.47874099655446334,0,1,0.0,0.0,1303119,1104768464,177,0.5,0.0,0.012048192771084338,0.0,0.9044745204206396,0.9347637620244068,0.7226913747938809,1.0,seed,167
d3-dsv,0.4785995379656578,1,0,0.0,0.0,63389,25130088,1270,0.5,0.05,0.0,0.0,0.7102725248486539,0.5412749721216308,0.9968535709727763,1.0,dependency,365
content-type,0.47750163471267326,2,0,0.0,0.5,1866290,208493291,205,1.0,0.1,0.0,0.0,0.9275479167563749,0.7613352811240688,0.7430665746231447,0.5,dependency,134
ajv,0.4771646962928586,0,4,0.0,0.0,1087714,727735246,179,0.5,0.0,0.04819277108433735,0.0,0.8928680352587749,0.8913460374391626,0.7242496892027853,1.0,seed,196
form-data-encoder,0.4770481535508718,1,0,0.0,0.0,30574,45237330,183,1.0,0.05,0.0,0.0,0.663435817784532,0.6024156446807966,0.727315036521695,1.0,dependency,400
yauzl,0.4770339142818758,1,0,0.0,0.0,728189,107741786,397,0.5,0.05,0.0,0.0,0.8670914948358981,0.692673658575169,0.8349166243334746,1.0,dependency,238
d3-brush,0.47676441680512194,1,0,0.0,0.0,56557,22602400,1270,0.5,0.05,0.0,0.0,0.7029469713159308,0.5302493140489953,0.9968535709727763,1.0,dependency,370
d3-axis,0.4767237632972924,1,0,0.0,0.0,55033,22897280,1270,0.5,0.05,0.0,0.0,0.701192306378264,0.5315974439083667,0.9968535709727763,1.0,dependency,372
decompress-response,0.47660110237664155,1,0,0.0,0.0,1244414,123704195,52,1.0,0.05,0.0,0.0,0.9015134610631312,0.7070426898820238,0.5537274364106304,1.0,dependency,176
d3-random,0.47644458830103564,1,0,0.0,0.0,53026,22808215,1270,0.5,0.05,0.0,0.0,0.6988059042685977,0.5311920960554657,0.9968535709727763,1.0,dependency,377
d3-polygon,0.4763339541174204,1,0,0.0,0.0,53066,22556376,1270,0.5,0.05,0.0,0.0,0.6988543420762263,0.5300373164116848,0.9968535709727763,1.0,dependency,376
@babel/helper-module-transforms,0.4759404800244337,1,3,0.0003052045062547688,0.0,3453731,291908984,43,0.25,0.05,0.03614457831325301,0.3090909090909091,0.9670859449947456,0.7963369844046215,0.5277721816193937,1.0,dependency,65
d3-chord,0.475358093994418,1,0,0.0,0.0,52760,20609709,1270,0.5,0.05,0.0,0.0,0.698482860450071,0.5206501968078159,0.9968535709727763,1.0,dependency,378
one-time,0.47514926231350657,1,0,0.0,0.0,138677,57975668,1261,0.3333333333333333,0.05,0.0,0.0,0.7605603740797862,0.6282196312015906,0.9958624817663504,1.0,dependency,309
d3-fetch,0.4747785607318674,1,0,0.0,0.0,45596,21331221,1270,0.5,0.05,0.0,0.0,0.689108731190155,0.5242289934422254,0.9968535709727763,1.0,dependency,390
responselike,0.47419468388345376,1,0,0.0,0.0,1073171,88484174,56,1.0,0.05,0.0,0.0,0.8920033783929762,0.6721934296828292,0.5638750153793658,1.0,dependency,204
extend,0.47413902600987856,1,0,0.0,0.0,6640,178345101,876,0.5,0.05,0.0,0.0,0.5653510396781424,0.7450909451171169,0.9451037672813927,1.0,dependency,473
camelcase,0.4740334699485592,0,0,0.0,0.0,4809686,508763367,24,1.0,0.0,0.0,0.0,0.988359739921455,0.8541166169347301,0.44892917131470333,1.0,seed,19
whatwg-mimetype,0.47349536610534176,1,0,0.0,0.0,2081415,187627446,755,0.16666666666666666,0.05,0.0,0.0,0.9345558781926586,0.75036799306265,0.9243976109484369,1.0,dependency,119
object-assign,0.4733634504220202,2,0,0.0,0.0,2052350,287055621,292,0.3333333333333333,0.1,0.0,0.0,0.9336525474721079,0.7945932127113073,0.7922005448578994,1.0,dependency,122
untildify,0.472231268041567,1,0,0.0,0.0,252887,57553474,86,1.0,0.05,0.0,0.0,0.7991534539352657,0.6274594605024492,0.6228498829889778,1.0,dependency,284
@smithy/util-body-length-browser,0.4717975551937923,18,0,0.0,0.0,14597,125094222,66,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7082048576580254,0.5864187610696431,1.0,dependency,443
@babel/helper-plugin-utils,0.47066459233584046,13,0,0.0,0.0,3527362,292505806,43,0.25,0.65,0.0,0.0,0.9684410362588298,0.7965494127496765,0.5277721816193937,1.0,dependency,62
d3-contour,0.47011540917751415,1,0,0.0,0.0,48513,21389742,1058,0.5,0.05,0.0,0.0,0.6930920995157599,0.5245139375277706,0.9714036569954348,1.0,dependency,387
@smithy/util-base64,0.4691430902929045,18,0,0.0,0.0,14669,142262146,57,0.3333333333333333,0.9,0.0,0.0,0.6162615676895884,0.7215804778448333,0.5663006015368179,1.0,dependency,425
send,0.46913142617752035,2,11,0.0,0.09615384615384616,4993661,258008333,253,0.25,0.1,0.13253012048192772,0.0,0.990771036495625,0.7834974169400996,0.7722792114501428,0.9038461538461539,seed,11
yargs-parser,0.4690612476863375,1,0,0.0,0.0,4384968,588466148,192,0.3333333333333333,0.05,0.0,0.0,0.9824210638097913,0.8692532853788572,0.7339752366768691,1.0,seed,35
jpeg-exif,0.46890327816327004,1,0,0.0,0.0,93,4174531,1265,1.0,0.05,0.0,0.0,0.2918476564076314,0.3545774540655882,0.9963038355797403,1.0,dependency,530
@aws-sdk/types,0.46851423292375505,18,0,0.0,0.0,75143,301876999,15,0.5,0.9,0.0,0.0,0.7211992494418116,0.79982925777277,0.38668654064111413,1.0,dependency,346
color-convert,0.4684075768669522,0,1,0.0,0.0,1246711,969417687,20,1.0,0.0,0.012048192771084338,0.0,0.9016319234664703,0.9211706376259605,0.42461250740300316,1.0,seed,174
@cypress/request,0.46838896880296244,1,0,0.0,0.0,68098,28083940,133,1.0,0.05,0.0,0.0,0.71487551802408,0.552833377545701,0.6830903962299216,1.0,dependency,362
sift,0.46828387883093814,1,0,0.0,0.0,649567,16728142,597,0.5,0.05,0.0,0.0,0.8597521292808488,0.49894726915603616,0.8916993245658775,1.0,dependency,250
util,0.46803219327907813,1,0,0.0,0.0,701284,150457164,866,0.16666666666666666,0.05,0.0,0.0,0.8646731233534952,0.7274055422289819,0.9435043496535348,1.0,dependency,241
is-number,0.46750105154502797,1,0,0.0,0.0,6502,423136954,924,0.3333333333333333,0.05,0.0,0.0,0.5640021302687876,0.8349496379379633,0.9525355464612703,1.0,dependency,474
bull,0.46728472042720093,1,7,0.0,0.03571428571428571,7430,4662658,351,1.0,0.05,0.08433734939759036,0.0,0.5725711433215573,0.366078823066689,0.8177870871002292,0.9642857142857143,dependency,471
@smithy/util-body-length-node,0.4671903450167802,18,0,0.0,0.0,14597,118268470,57,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7023690749535552,0.5663006015368179,1.0,dependency,439
hasha,0.46712175802357603,1,0,0.0,0.0,299855,34825146,83,1.0,0.05,0.0,0.0,0.810096591344245,0.575209433444395,0.6179557777235603,1.0,dependency,275
cors,0.4670190924124714,1,2,0.0,0.0,935233,107338958,240,0.5,0.05,0.024096385542168676,0.0,0.8831658268790237,0.6922840690114179,0.7649519509756814,1.0,dependency,222
is-glob,0.4668784421768417,1,1,0.0,0.0,6270,393026499,897,0.3333333333333333,0.05,0.012048192771084338,0.0,0.5616685426009779,0.8272720285004196,0.9484040017874735,1.0,dependency,475
@types/sizzle,0.46643503330273184,1,0,0.0,0.0,120106,34079017,101,1.0,0.05,0.0,0.0,0.751324911297304,0.5729568851434842,0.645034268293265,1.0,dependency,327
esm-env,0.4662029013394682,1,0,0.0,0.0,11465,6050640,330,1.0,0.05,0.0,0.0,0.6004323836254496,0.39318055170602173,0.8092080390316053,1.0,dependency,447
yocto-queue,0.46603131062264747,1,0,0.0,0.0,1236763,337197582,24,1.0,0.05,0.0,0.0,0.9011172954544276,0.8113374681426402,0.44892917131470333,1.0,dependency,178
msgpackr,0.4658268398891877,1,0,0.0,0.0,44698,24370297,141,1.0,0.05,0.0,0.0,0.6878310060705289,0.5380819027713302,0.691177745025009,1.0,dependency,391
@types/tmp,0.4656929451549816,1,0,0.0,0.0,153382,15814773,124,1.0,0.05,0.0,0.0,0.7670343955833936,0.49310754202231205,0.6733937569720551,1.0,dependency,304
uuid,0.4654771956165098,6,0,0.0,0.16666666666666666,1006437,746048809,87,0.5,0.3,0.0,0.0,0.8878792736445444,0.8939309748871346,0.6244438167796723,0.8333333333333334,seed,213
d3,0.4651131747325523,1,30,0.0,0.0,86366,24063233,202,0.5,0.05,0.3614457831325301,0.0,0.73014100128511,0.536763107832934,0.7410205571671044,1.0,dependency,338
dayjs,0.46475235588871555,2,0,0.0,0.0,490144,122813086,35,1.0,0.1,0.0,0.0,0.8416625860752109,0.7062907657210769,0.49978510354543365,1.0,dependency,266
mime-db,0.46459048358233845,1,0,0.0,0.0,2093532,507486605,205,0.3333333333333333,0.05,0.0,0.0,0.9349287507681621,0.8538552814879453,0.7430665746231447,1.0,dependency,116
cliui,0.4642468066032942,1,3,0.0,0.3333333333333333,4471191,537931115,263,0.5,0.05,0.03614457831325301,0.0,0.9836719178586664,0.8599146956693943,0.7776647333921105,0.6666666666666667,seed,31
@babel/generator,0.46395466589703915,1,5,0.0002692980937542078,0.1,3757856,365389242,43,0.25,0.05,0.060240963855421686,0.27272727272727276,0.9725071283991301,0.8196885469113948,0.5277721816193937,0.9,dependency,59
aria-query,0.46379110605911117,1,0,0.0,0.0,2081790,225972402,440,0.2,0.05,0.0,0.0,0.934567450462545,0.7697083953313683,0.8492250148060063,1.0,dependency,118
typed-query-selector,0.4633465334558792,1,0,0.0,0.0,288,16570965,478,1.0,0.05,0.0,0.0,0.36399428793061966,0.4979654120257016,0.8607528173012354,1.0,dependency,523
@sindresorhus/is,0.46333126803548075,1,0,0.0,0.0,1059702,116059662,34,1.0,0.05,0.0,0.0,0.891192060578509,0.7004082668804645,0.4958561764479165,1.0,dependency,210
js-yaml,0.46289422022280313,0,1,0.0,0.0,1075506,625049259,20,1.0,0.0,0.012048192771084338,0.0,0.8921429929833318,0.875526001667608,0.42461250740300316,1.0,seed,203
cron-parser,0.4627586370754275,3,0,0.0,0.0,43190,30899405,81,1.0,0.15,0.0,0.0,0.6856264569005639,0.5627700180478372,0.6145949479029368,1.0,dependency,393
fetch-blob,0.4627267063553778,1,0,0.0,0.0,59369,66663460,932,0.3333333333333333,0.05,0.0,0.0,0.706063904268619,0.6427423702673662,0.9537365673484026,1.0,dependency,368
@aws-sdk/util-user-agent-browser,0.4622411022535975,18,0,0.0,0.0,71285,170617138,15,0.5,0.9,0.0,0.0,0.7178135533512334,0.7404836471617724,0.38668654064111413,1.0,dependency,354
@aws-sdk/middleware-host-header,0.46206082835089757,18,0,0.0,0.0,71278,167695481,15,0.5,0.9,0.0,0.0,0.7178072452244731,0.7386872162615337,0.38668654064111413,1.0,dependency,355
@aws-sdk/middleware-logger,0.4620115933216683,18,0,0.0,0.0,69575,169415008,15,0.5,0.9,0.0,0.0,0.7162538612059837,0.7397482499877305,0.38668654064111413,1.0,dependency,360
@kurkle/color,0.4619102811339997,1,0,0.0,0.0,12102,16923107,190,1.0,0.05,0.0,0.0,0.6039055000690009,0.5001524410372978,0.7325224351168488,1.0,dependency,446
follow-redirects,0.46181592277078176,1,0,0.0,0.0,2023308,278051384,127,0.5,0.05,0.0,0.0,0.9327370625107932,0.7912785322123835,0.6767014461219497,1.0,dependency,125
d3-geo,0.46174448090736264,1,0,0.0,0.0,71380,29954702,632,0.5,0.05,0.0,0.0,0.7178991024483388,0.5595405650456236,0.8996322004194618,1.0,dependency,350
stack-trace,0.4606809229272873,1,0,0.0,0.0,643320,75666632,877,0.16666666666666666,0.05,0.0,0.0,0.8591313618329662,0.6559178898676614,0.9452627048355057,1.0,dependency,251
listr2,0.46031168504815545,1,0,0.0,0.0,188948,114217468,46,1.0,0.05,0.0,0.0,0.7804303215593232,0.6987441550527694,0.536971186934731,1.0,dependency,290
@aws-sdk/middleware-recursion-detection,0.4602090813526364,18,0,0.0,0.0,53899,166786851,15,0.5,0.9,0.0,0.0,0.6998548470567488,0.7381221444466458,0.38668654064111413,1.0,dependency,375
negotiator,0.4599198027386784,1,0,0.0,0.0,1792608,356465206,205,0.3333333333333333,0.05,0.0,0.0,0.9249603898646126,0.8171168339548942,0.7430665746231447,1.0,dependency,139
@aws-sdk/util-endpoints,0.4592167579532106,18,0,0.0,0.0,49322,160150622,15,0.5,0.9,0.0,0.0,0.6941544567571155,0.7338993007520219,0.38668654064111413,1.0,dependency,386
@babel/types,0.4590479154897933,6,2,0.00012567244375196363,0.10714285714285714,4673471,447665707,43,0.25,0.3,0.024096385542168676,0.1272727272727273,0.986514227115766,0.8408104704875023,0.5277721816193937,0.8928571428571429,seed,21
forever-agent,0.4587284077021978,1,0,0.0,0.0,6085,81563930,1266,0.3333333333333333,0.05,0.0,0.0,0.5597449795682915,0.6637235308427227,0.996413956144988,1.0,dependency,477
async,0.45864826295737143,1,0,0.0,0.0,926631,305301394,394,0.2,0.05,0.0,0.0,0.8825722603587375,0.8010024274787593,0.8338613782755162,1.0,dependency,225
@babel/helper-skip-transparent-expression-wrappers,0.45795515969567036,2,2,0.0002872513000044883,0.08333333333333333,2346435,144300697,43,0.25,0.1,0.024096385542168676,0.29090909090909095,0.9422546288117938,0.7230602597679942,0.5277721816193937,0.9166666666666666,dependency,98
acorn,0.4578993757350226,1,0,0.0,0.0,1121780,563030533,179,0.3333333333333333,0.05,0.0,0.0,0.8948490040268111,0.8646577205968564,0.7242496892027853,1.0,seed,184
@dabh/diagnostics,0.4569700706633917,1,0,0.0,0.0,82800,55470445,65,1.0,0.05,0.0,0.0,0.7274324145165627,0.6236253659742469,0.5843214630715534,1.0,dependency,340
tough-cookie,0.4569416753552199,1,0,0.0,0.0,1773813,263674975,112,0.5,0.05,0.0,0.0,0.9242833273209161,0.7857569807257252,0.659317852382408,1.0,dependency,142
google-auth-library,0.45572719189763977,2,0,0.0,0.0,165330,100898769,35,1.0,0.1,0.0,0.0,0.7718529074602014,0.685848804425329,0.49978510354543365,1.0,dependency,295
@types/luxon,0.4552379973515911,1,0,0.0,0.0,10060,31134131,124,1.0,0.05,0.0,0.0,0.5920353496836313,0.563557109888169,0.6733937569720551,1.0,dependency,449
@smithy/types,0.45513524913479414,18,0,0.0,0.0,19741,294256779,24,0.3333333333333333,0.9,0.0,0.0,0.6353363455317657,0.797170148865781,0.44892917131470333,1.0,dependency,413
glob-parent,0.45409520231237405,0,1,0.0,0.0,6788,653425988,897,0.2,0.0,0.012048192771084338,0.0,0.5667668940107351,0.8801437475817881,0.9484040017874735,1.0,seed,472
