package,risk_score,in_degree,out_degree,betweenness,clustering,dependents_count,downloads,staleness_days,maintainer_risk,in_degree_norm,out_degree_norm,betweenness_norm,dependents_count_norm,downloads_norm,staleness_norm,clustering_risk_norm,type,rank
mime-types,0.3816582694518621,3,1,0.0,0.08333333333333333,2092391,463456129,15,0.2,0.15,0.012048192771084338,0.0,0.9348937313035425,0.8444158373099138,0.38668654064111413,0.9166666666666666,dependency,117
http-errors,0.38108573604121754,3,5,0.0,0.08928571428571429,1084122,319604855,14,0.25,0.15,0.060240963855421686,0.0,0.8926555520646384,0.8057644431271376,0.37768550226979,0.9107142857142857,dependency,197
tagged-tag,0.37814602313112977,1,0,0.0,0.0,0,1422856,207,1.0,0.05,0.0,0.0,0.0,0.24263203329959,0.7444140990058536,1.0,dependency,560
@aws-crypto/sha1-browser,0.37806807542162635,1,0,0.0,0.0,4980,44770859,196,0.125,0.05,0.0,0.0,0.5468744287062702,0.6013376038872489,0.736836212663224,1.0,dependency,489
cacheable-request,0.37651345873470293,1,0,0.0,0.0,1073088,96155059,18,0.3333333333333333,0.05,0.0,0.0,0.8919984100582385,0.6808403254339477,0.41065409876692743,1.0,dependency,205
@smithy/smithy-client,0.3760920136421688,18,0,0.0,0.0,14665,154770340,1,0.3333333333333333,0.9,0.0,0.0,0.6162440500984003,0.7303451616817431,0.09667163516027853,1.0,dependency,426
execa,0.37576710892061493,1,0,0.0,0.0,932013,420102007,5,0.5,0.05,0.0,0.0,0.8829442779836139,0.8342009669363615,0.24989255177271683,1.0,dependency,223
cookie,0.3753104548784539,1,0,0.0,0.0,2444047,382176462,8,0.3333333333333333,0.05,0.0,0.0,0.9448728071353544,0.824360420878443,0.3064418332248766,1.0,dependency,91
unicorn-magic,0.37480229025610456,1,0,0.0,0.0,16,84013205,20,1.0,0.05,0.0,0.0,0.18199714396530983,0.6668007437897286,0.42461250740300316,1.0,dependency,534
@img/colour,0.3747987007232868,1,0,0.0,0.0,0,10680979,86,1.0,0.05,0.0,0.0,0.0,0.45228724125491276,0.6228498829889778,1.0,dependency,557
@smithy/middleware-retry,0.3745680895995557,18,0,0.0,0.0,14597,134060350,1,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7154044535343884,0.09667163516027853,1.0,dependency,441
@smithy/util-defaults-mode-node,0.3744691580428945,18,0,0.0,0.0,14597,132791201,1,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7144151379677766,0.09667163516027853,1.0,dependency,442
@smithy/util-defaults-mode-browser,0.37432641407303135,18,0,0.0,0.0,14597,130981147,1,0.3333333333333333,0.9,0.0,0.0,0.6159455178196231,0.7129876982691453,0.09667163516027853,1.0,dependency,444
fast-uri,0.37266467190315566,1,0,0.0,0.0,8302,154382362,102,0.09090909090909091,0.05,0.0,0.0,0.5796986539122817,0.7300841121194682,0.6463949394628662,1.0,dependency,466
@slack/logger,0.37243009000423777,1,0,0.0,0.0,5694,16751582,254,0.09090909090909091,0.05,0.0,0.0,0.5554794846628673,0.4990929037247594,0.7728272187903382,1.0,dependency,484
form-data,0.3722776745094367,3,0,0.0,0.16666666666666666,1722210,463892837,18,0.16666666666666666,0.15,0.0,0.0,0.9223868517450101,0.8445137945809346,0.41065409876692743,0.8333333333333334,dependency,147
@aws-sdk/client-s3,0.37185729074472496,1,55,0.0,0.0,9695,53097486,2,0.5,0.05,0.6626506024096386,0.0,0.5896615909761995,0.6190781400957935,0.1532209166124383,1.0,dependency,453
@smithy/middleware-endpoint,0.3714768438711515,18,0,0.0,0.0,7810,146541189,1,0.3333333333333333,0.9,0.0,0.0,0.5757748071182504,0.7246627069517192,0.09667163516027853,1.0,dependency,468
@smithy/util-stream,0.37101517194304623,3,0,0.0,0.0,14655,147166382,24,0.3333333333333333,0.15,0.0,0.0,0.6162002352092529,0.7251054872708147,0.44892917131470333,1.0,dependency,430
mquery,0.36904955598504763,1,0,0.0,0.0,667130,14221336,17,0.5,0.05,0.0,0.0,0.8614659020740228,0.48206198026540203,0.4031134683851551,1.0,dependency,247
chart.js,0.36820635452681777,1,1,0.0,0.0,192834,24925159,53,0.2,0.05,0.012048192771084338,0.0,0.7817380433514352,0.5404233539652856,0.5563343849975935,1.0,dependency,289
raw-body,0.36780492107761886,1,0,0.0,0.0,2366092,250172517,10,0.25,0.05,0.0,0.0,0.942790525422694,0.7802897516447097,0.3344289112988366,1.0,dependency,96
leaflet,0.3669598829953445,1,0,0.0,0.0,50451,8032527,111,0.2,0.05,0.0,0.0,0.6956082613346297,0.4226491205702716,0.6580781314316789,1.0,dependency,382
cypress,0.3658935475538041,1,42,0.0,0.0011074197120708748,126733,27876237,2,0.5,0.05,0.5060240963855421,0.0,0.7547749132322562,0.552061311666696,0.1532209166124383,0.9988925802879292,dependency,320
pdfkit,0.36535460311980517,1,5,0.0,0.0,23418,5584219,96,0.25,0.05,0.060240963855421686,0.0,0.6463079820907992,0.3848372414016174,0.638024366369551,1.0,dependency,406
express,0.3622606539682256,1,28,0.0,0.03571428571428571,1853938,230958510,3,0.2,0.05,0.3373493975903614,0.0,0.9271213525816757,0.7719783493982051,0.19334327032055706,0.9642857142857143,dependency,135
undici-types,0.3621146720659143,1,0,0.0,0.0,0,422147769,86,0.5,0.05,0.0,0.0,0.0,0.8347062139404463,0.6228498829889778,1.0,dependency,553
@fastify/busboy,0.3614922651448805,1,0,0.0,0.0,7796,56874831,110,0.06666666666666667,0.05,0.0,0.0,0.5756595689926705,0.6262257828887409,0.6568272917590052,1.0,dependency,469
body-parser,0.36078729415795785,2,9,0.0,0.06363636363636363,1711280,229194383,4,0.3333333333333333,0.1,0.10843373493975904,0.0,0.9219778728671836,0.7711808717733085,0.22446458565735167,0.9363636363636364,dependency,149
devalue,0.3596092847903738,1,0,0.0,0.0,52279,12784697,23,0.5,0.05,0.0,0.0,0.697894552720941,0.47098591025550834,0.4432358220932739,1.0,dependency,379
@aws-sdk/middleware-bucket-endpoint,0.3574958472859644,2,0,0.0,0.0,9148,56161582,15,0.5,0.1,0.0,0.0,0.5859314221627165,0.6249132286739583,0.38668654064111413,1.0,dependency,457
firebase-admin,0.3547856606596915,1,11,0.0,0.015151515151515152,75312,13199783,29,0.25,0.05,0.13253012048192772,0.0,0.7213435572329036,0.47430905806235074,0.4743571374300685,0.9848484848484849,dependency,345
moment,0.35299312263598126,3,0,0.0,0.5,1006179,114971330,52,0.2,0.15,0.0,0.0,0.8878628044012357,0.6994283639521308,0.5537274364106304,0.5,dependency,214
validator,0.3529339729485387,3,0,0.0,0.3333333333333333,493728,72656958,24,0.3333333333333333,0.15,0.0,0.0,0.8421305859402219,0.6516964799281031,0.44892917131470333,0.6666666666666667,dependency,265
chromium-bidi,0.35289423478672866,1,0,0.0,0.0,5493,34037203,21,0.5,0.05,0.0,0.0,0.5531713199530696,0.5728291942552461,0.43110054645911516,1.0,dependency,486
finalhandler,0.3526064262806161,1,6,0.0,0.14285714285714285,4946523,265702402,4,0.3333333333333333,0.05,0.07228915662650602,0.0,0.9901617869885826,0.7865536364125236,0.22446458565735167,0.8571428571428572,seed,16
@aws-sdk/middleware-ssec,0.3524935917197729,1,0,0.0,0.0,9146,56156986,15,0.5,0.05,0.0,0.0,0.5859173782172105,0.624904716957549,0.38668654064111413,1.0,dependency,458
@aws-sdk/middleware-expect-continue,0.3522941131510682,1,0,0.0,0.0,9171,54997395,15,0.5,0.05,0.0,0.0,0.586092707237264,0.6227346022504491,0.38668654064111413,1.0,dependency,455
node-schedule,0.351358510904836,1,3,0.0,0.0,32836,12277992,52,0.2,0.05,0.03614457831325301,0.0,0.6680206215041498,0.46677985122451077,0.5537274364106304,1.0,dependency,397
@aws-sdk/middleware-location-constraint,0.3512599475478355,1,0,0.0,0.0,9146,49875923,15,0.5,0.05,0.0,0.0,0.5859173782172105,0.6125682752381757,0.38668654064111413,1.0,dependency,459
@aws-sdk/core,0.35112881382790473,18,0,0.0,0.0,2,175695202,2,0.5,0.9,0.0,0.0,0.0705715647154672,0.7435339995979627,0.1532209166124383,1.0,dependency,539
sequelize,0.3507719846558017,1,16,0.0,0.022058823529411766,193226,9353328,30,0.125,0.05,0.1927710843373494,0.0,0.7818684934615071,0.43848227953204033,0.47893025823011803,0.9779411764705882,dependency,288
agenda,0.34926074047412053,1,6,0.0,0.023809523809523808,1375,557255,427,0.1111111111111111,0.05,0.07228915662650602,0.0,0.46423673591158565,0.14513701570133825,0.8450519072749911,0.9761904761904762,dependency,509
@azure/abort-controller,0.3487371479836284,1,0,0.0,0.0,18613,68927449,10,0.5,0.05,0.0,0.0,0.6315570023517874,0.6462159141460826,0.3344289112988366,1.0,dependency,414
which,0.3477851368225476,0,1,0.0,0.0,4804,605066778,24,0.16666666666666666,0.0,0.012048192771084338,0.0,0.5445635902953425,0.8721466746284074,0.44892917131470333,1.0,seed,490
three,0.3474536899978192,1,0,0.0,0.0,51503,10110544,16,0.5,0.05,0.0,0.0,0.6969339259189724,0.4465788002773826,0.3951417165205483,1.0,dependency,381
twilio,0.34674739545537936,1,7,0.0,0.05357142857142857,21616,9409183,2,1.0,0.05,0.08433734939759036,0.0,0.6411646780880027,0.4391015224147521,0.1532209166124383,0.9464285714285714,dependency,412
googleapis,0.34516106728149754,1,2,0.0,0.0,40184,17422720,1,1.0,0.05,0.024096385542168676,0.0,0.6809925053368425,0.5031785116154067,0.09667163516027853,1.0,dependency,395
@smithy/eventstream-serde-config-resolver,0.34430109686023036,2,0,0.0,0.0,1895,64515524,24,0.3333333333333333,0.1,0.0,0.0,0.4848289145705924,0.6393360570813166,0.44892917131470333,1.0,dependency,506
@smithy/eventstream-serde-browser,0.344213671390775,2,0,0.0,0.0,1895,63975492,24,0.3333333333333333,0.1,0.0,0.0,0.4848289145705924,0.6384618023867633,0.44892917131470333,1.0,dependency,504
@redis/client,0.3440528101583056,1,0,0.0,0.0,8575,22060883,16,0.5,0.05,0.0,0.0,0.5817767666193396,0.5277271611818782,0.3951417165205483,1.0,dependency,461
@smithy/eventstream-serde-node,0.3438974945216732,2,0,0.0,0.0,1895,62059911,24,0.3333333333333333,0.1,0.0,0.0,0.4848289145705924,0.6353000336957447,0.44892917131470333,1.0,dependency,505
@paralleldrive/cuid2,0.34345623029099026,1,0,0.0,0.0,97,35566418,38,0.5,0.05,0.0,0.0,0.294524585676706,0.5774000265381002,0.5109484749771779,1.0,dependency,529
@redis/search,0.3431761016606012,1,0,0.0,0.0,8466,20438336,16,0.5,0.05,0.0,0.0,0.5809550886077006,0.519781754216474,0.3951417165205483,1.0,dependency,463
@redis/time-series,0.3431619916840981,1,0,0.0,0.0,8463,20415095,16,0.5,0.05,0.0,0.0,0.5809323243266207,0.5196634187325225,0.3951417165205483,1.0,dependency,465
@smithy/md5-js,0.34297599252794786,3,0,0.0,0.0,920,54855970,24,0.3333333333333333,0.15,0.0,0.0,0.4384471206356065,0.6224668076934777,0.44892917131470333,1.0,dependency,512
@redis/json,0.3428215802470367,1,0,0.0,0.0,8468,19750521,16,0.5,0.05,0.0,0.0,0.5809702603145469,0.5162213683739828,0.3951417165205483,1.0,dependency,462
@redis/bloom,0.34197649733691105,1,0,0.0,0.0,8464,18214508,16,0.5,0.05,0.0,0.0,0.5809399133167044,0.5078008862705683,0.3951417165205483,1.0,dependency,464
highcharts,0.3415453315194442,1,0,0.0,0.0,16723,7438659,88,0.09090909090909091,0.05,0.0,0.0,0.6246791992380174,0.41466056261514533,0.6260197396336024,1.0,dependency,421
keyv,0.34113887280068966,1,0,0.0,0.0,1079901,261510685,1,0.5,0.05,0.0,0.0,0.8924049590740292,0.7848997578715692,0.09667163516027853,1.0,dependency,201
redis,0.34106006972828024,1,5,0.0,0.0,154264,29369451,16,0.2,0.05,0.060240963855421686,0.0,0.7674027203893312,0.5574883948117674,0.3951417165205483,1.0,dependency,303
parse5-parser-stream,0.337750796248987,1,0,0.0,0.0,31,21267252,148,0.2,0.05,0.0,0.0,0.22262849967540937,0.5239166268879035,0.6978888253706859,1.0,dependency,532
@azure/logger,0.33760053528424183,1,0,0.0,0.0,17084,32163792,9,0.5,0.05,0.0,0.0,0.6260510493783346,0.5669411210880821,0.32113622081763027,1.0,dependency,420
@azure/core-paging,0.3363962608138076,1,0,0.0,0.0,14660,24384359,10,0.5,0.05,0.0,0.0,0.6162221463894936,0.5381418984101678,0.3344289112988366,1.0,dependency,428
@smithy/hash-stream-node,0.33584533937617933,2,0,0.0,0.0,835,47449132,24,0.3333333333333333,0.1,0.0,0.0,0.43222695987711024,0.607380436934288,0.44892917131470333,1.0,dependency,515
byte-counter,0.33577668629955926,1,0,0.0,0.0,0,2311866,37,1.0,0.05,0.0,0.0,0.0,0.2931153951411798,0.507325733927206,1.0,dependency,547
@smithy/hash-blob-browser,0.3356628093722197,2,0,0.0,0.0,855,45947824,24,0.3333333333333333,0.1,0.0,0.0,0.4337456359640038,0.6040364608077983,0.44892917131470333,1.0,dependency,514
@aws-sdk/client-dynamodb,0.33502403042709794,1,42,0.0,0.0,2498,16022696,2,0.5,0.05,0.5060240963855421,0.0,0.5025675944224011,0.4944660394974191,0.1532209166124383,1.0,dependency,500
@azure/core-auth,0.33341994798431385,1,0,0.0,0.0,18595,15814548,10,0.5,0.05,0.0,0.0,0.6314948542084396,0.4931060622962853,0.3344289112988366,1.0,dependency,415
node-forge,0.3334151037017399,1,0,0.0,0.0,3039204,113238547,2,0.3333333333333333,0.05,0.0,0.0,0.9588726387660266,0.6978489107055081,0.1532209166124383,1.0,dependency,79
http-signature,0.33317185557875956,1,0,0.0,0.0,905940,94393216,8,0.125,0.05,0.0,0.0,0.8811216394181999,0.6789169536233457,0.3064418332248766,1.0,dependency,226
@azure/core-client,0.33202736252003284,1,0,0.0,0.0,5749,28559049,10,0.5,0.05,0.0,0.0,0.5560968830996015,0.5545781787623134,0.3344289112988366,1.0,dependency,483
@aws-sdk/client-iam,0.3293382097855506,1,40,0.0,0.0,2312,12265343,2,0.5,0.05,0.4819277108433735,0.0,0.4975991659012661,0.4666726471452494,0.1532209166124383,1.0,dependency,502
devtools-protocol,0.329234547748075,1,0,0.0,0.0,70218,55929863,7,0.3333333333333333,0.05,0.0,0.0,0.7168447934490224,0.6244832187490684,0.2900149054808356,1.0,dependency,359
@aws-sdk/client-sqs,0.32818458526922933,1,41,0.0,0.0,995,16451252,2,0.5,0.05,0.4939759036144578,0.0,0.4434760573800991,0.4972113177321194,0.1532209166124383,1.0,dependency,511
@aws-sdk/middleware-endpoint-discovery,0.3278942570859388,1,0,0.0,0.0,1374,17002415,15,0.5,0.05,0.0,0.0,0.4641900350687519,0.5006387137676662,0.38668654064111413,1.0,dependency,510
stripe,0.32593798761284387,1,1,0.0,0.0,46266,18124546,0,1.0,0.05,0.012048192771084338,0.0,0.6900457589159289,0.5072859244414254,0.0,1.0,dependency,389
zimmerframe,0.3251467373343556,1,0,0.0,0.0,2,6125256,86,0.5,0.05,0.0,0.0,0.0705715647154672,0.39445530190939276,0.6228498829889778,1.0,dependency,540
jsonwebtoken,0.32490928847746614,3,10,0.0,0.01282051282051282,718942,110929858,1,0.25,0.15,0.12048192771084337,0.0,0.8662705506882178,0.6957065377644444,0.09667163516027853,0.9871794871794872,dependency,240
@aws-sdk/client-ses,0.32400503180703755,1,40,0.0,0.0,2032,7954169,2,0.5,0.05,0.4819277108433735,0.0,0.4893104819683257,0.4216295512930593,0.1532209166124383,1.0,dependency,503
puppeteer,0.32308719866559177,1,6,0.0,0.0,144056,26910791,2,0.5,0.05,0.07228915662650602,0.0,0.7630048719651534,0.5483953840986411,0.1532209166124383,1.0,dependency,307
i18next,0.3228430949368306,1,1,0.0,0.0,49895,41744827,3,0.5,0.05,0.012048192771084338,0.0,0.6948964157353054,0.5940590594800612,0.19334327032055706,1.0,dependency,384
@aws-sdk/client-secrets-manager,0.3227660080457406,1,39,0.0,0.0,536,18040808,2,0.5,0.05,0.46987951807228917,0.0,0.40379370038336704,0.5068042880361325,0.1532209166124383,1.0,dependency,519
@azure/core-http-compat,0.3227234992996325,1,0,0.0,0.0,2528,19389431,10,0.5,0.05,0.0,0.0,0.5033341549091236,0.5143022747487875,0.3344289112988366,1.0,dependency,499
@aws-sdk/middleware-sdk-sqs,0.32127581814144224,1,0,0.0,0.0,535,16100583,15,0.5,0.05,0.0,0.0,0.40367396687901214,0.49497039251244157,0.38668654064111413,1.0,dependency,520
react,0.3196543010572487,1,0,0.0,0.0,2830385,117286823,0,0.5,0.05,0.0,0.0,0.9543000642874451,0.7015022055443005,0.0,1.0,dependency,81
react-dom,0.3194524933544589,1,1,0.0,0.0,2621774,107411174,0,0.5,0.05,0.012048192771084338,0.0,0.9493819808644233,0.692354019168341,0.0,1.0,dependency,84
scheduler,0.3187743516539988,1,0,0.0,0.0,2143380,127962204,0,0.5,0.05,0.0,0.0,0.9364403387093205,0.7105624370899272,0.0,1.0,dependency,109
@smithy/core,0.3171951648134538,18,0,0.0,0.0,1,131116378,1,0.3333333333333333,0.9,0.0,0.0,0.044525699935081875,0.7130950235579108,0.09667163516027853,1.0,dependency,542
@aws-sdk/client-sns,0.3161239276819787,1,39,0.0,0.0,758,7692998,2,0.5,0.05,0.46987951807228917,0.0,0.4260199412059927,0.4181572435758883,0.1532209166124383,1.0,dependency,517
@aws-sdk/client-ec2,0.3158684335151116,1,41,0.0,0.0,856,5523769,2,0.5,0.05,0.4939759036144578,0.0,0.4338206353963278,0.3837052221747135,0.1532209166124383,1.0,dependency,513
@aws-sdk/client-cloudformation,0.31451946053370694,1,40,0.0,0.0,600,6782604,2,0.5,0.05,0.4819277108433735,0.0,0.41102658432671846,0.4050577362013599,0.1532209166124383,1.0,dependency,518
@microsoft/microsoft-graph-client,0.3138348566860818,1,2,0.0,0.0,2634,3608908,24,0.3333333333333333,0.05,0.024096385542168676,0.0,0.5059716759248766,0.3394345084433785,0.44892917131470333,1.0,dependency,498
ioredis,0.31322974963108086,1,0,0.0,0.0,50169,40095613,2,0.5,0.05,0.0,0.0,0.695248203230896,0.5898667191142947,0.1532209166124383,1.0,dependency,383
puppeteer-core,0.31257960290340847,1,0,0.0,0.0,43700,41018272,2,0.5,0.05,0.0,0.0,0.6863805251580234,0.5922329299104434,0.1532209166124383,1.0,dependency,392
@aws-sdk/middleware-sdk-ec2,0.31209786604631995,1,0,0.0,0.0,788,5246792,15,0.5,0.05,0.0,0.0,0.4285100594351279,0.3783547790051026,0.38668654064111413,1.0,dependency,516
jwks-rsa,0.3074641494455301,1,0,0.0,0.0,32652,22888688,18,0.022222222222222223,0.05,0.0,0.0,0.6676596613485678,0.5315584092354297,0.41065409876692743,1.0,dependency,398
@aws-sdk/middleware-sdk-s3,0.3070323364283686,1,0,0.0,0.0,9153,63188397,2,0.5,0.05,0.0,0.0,0.5859665185994134,0.637174271718655,0.1532209166124383,1.0,dependency,456
elasticsearch,0.3063654983514898,1,3,0.0,0.08333333333333333,4611,1215775,52,0.2,0.05,0.03614457831325301,0.0,0.5419301659490735,0.22627351457945838,0.5537274364106304,0.9166666666666666,dependency,491
@aws-sdk/client-lambda,0.3062160924556544,1,44,0.0,0.0,1695,19264790,0,0.5,0.05,0.5301204819277109,0.0,0.4776681670873082,0.5136315348007843,0.0,1.0,dependency,508
cron,0.3060874815044885,1,2,0.0,0.0,36988,15399011,5,0.3333333333333333,0.05,0.024096385542168676,0.0,0.6756689777326216,0.4903366939036734,0.24989255177271683,1.0,dependency,396
jws,0.30550300768925054,1,0,0.0,0.0,730294,125207235,1,0.25,0.05,0.0,0.0,0.8672769187415916,0.7082987767192452,0.09667163516027853,1.0,dependency,237
@aws-sdk/client-cloudwatch,0.3052963172113341,1,41,0.0,0.0,271,4060806,2,0.5,0.05,0.4939759036144578,0.0,0.36009994370563736,0.35170475082762853,0.1532209166124383,1.0,dependency,524
@aws-sdk/client-cloudfront,0.30479844094628084,1,41,0.0,0.0,202,4637739,2,0.5,0.05,0.4939759036144578,0.0,0.34130444695019274,0.3655214849325405,0.1532209166124383,1.0,dependency,526
@aws-sdk/client-kms,0.3045312946179286,1,39,0.0,0.0,132,7399348,2,0.5,0.05,0.46987951807228917,0.0,0.3141413886803796,0.41410946546099936,0.1532209166124383,1.0,dependency,528
@aws-sdk/client-rds,0.3041877117753534,1,41,0.0,0.0,308,3373731,2,0.5,0.05,0.4939759036144578,0.0,0.368292680804594,0.33242595936886465,0.1532209166124383,1.0,dependency,522
@aws-sdk/signature-v4-multi-region,0.30221033822836174,1,0,0.0,0.0,4361,62822720,2,0.5,0.05,0.0,0.0,0.5383501775398073,0.6365706307781925,0.1532209166124383,1.0,dependency,494
@aws-sdk/middleware-flexible-checksums,0.3007297200779744,1,0,0.0,0.0,4454,53781431,2,0.5,0.05,0.0,0.0,0.5397053466830387,0.6204092801310876,0.1532209166124383,1.0,dependency,493
@azure/core-util,0.2986185546235456,1,0,0.0,0.0,6077,36236913,2,0.5,0.05,0.0,0.0,0.5596604849734212,0.579342487296417,0.1532209166124383,1.0,dependency,478
@aws-sdk/middleware-sdk-rds,0.297640999085788,1,0,0.0,0.0,177,3278058,15,0.5,0.05,0.0,0.0,0.33286226354186993,0.3294339052930407,0.38668654064111413,1.0,dependency,527
@puppeteer/browsers,0.29567482838516657,1,0,0.0,0.0,4110,34762609,2,0.5,0.05,0.0,0.0,0.5345432124707091,0.5750224974153386,0.1532209166124383,1.0,dependency,496
@slack/web-api,0.2953222991165788,1,12,0.0,0.01282051282051282,6039,14855839,9,0.1,0.05,0.14457831325301204,0.0,0.5592576108608996,0.48660180490379523,0.32113622081763027,0.9871794871794872,dependency,479
@slack/types,0.2948296848262073,1,0,0.0,0.0,7630,17655666,13,0.1,0.05,0.0,0.0,0.5742771792331534,0.5045598837938995,0.3680632259508434,1.0,dependency,470
mongodb,0.29249438253038756,2,0,0.0,0.0,828772,33447868,1,0.2,0.1,0.0,0.0,0.8754027543505795,0.5710126154475536,0.09667163516027853,1.0,dependency,231
paypal-rest-sdk,0.2880214134012087,1,2,0.0,0.0,2388,138041,2,1.0,0.05,0.024096385542168676,0.0,0.4996759152450415,0.0,0.1532209166124383,1.0,dependency,501
express-validator,0.2864089331930486,1,2,0.0,0.3333333333333333,71253,5286911,16,0.25,0.05,0.024096385542168676,0.0,0.7177847111421389,0.37914702442730436,0.3951417165205483,0.6666666666666667,dependency,357
svelte,0.2859573593198219,1,15,0.0,0.0,56439,7230385,1,0.3333333333333333,0.05,0.18072289156626506,0.0,0.7028128101888147,0.41170696680159435,0.09667163516027853,1.0,dependency,371
@azure/core-tracing,0.276950231977004,1,0,0.0,0.0,17118,45310102,0,0.5,0.05,0.0,0.0,0.6261787571867762,0.602582821842523,0.0,1.0,dependency,419
mongoose,0.2719492474370962,1,6,0.0,0.0,833560,14673791,0,0.25,0.05,0.07228915662650602,0.0,0.87577279747982,0.4853194091535248,0.0,1.0,dependency,230
@azure/core-lro,0.2697092927116233,1,0,0.0,0.0,14215,25332662,0,0.5,0.05,0.0,0.0,0.6142421809514428,0.5421100054240493,0.0,1.0,dependency,445
@azure/core-rest-pipeline,0.2691906619994191,1,0,0.0,0.0,6238,40079906,0,0.5,0.05,0.0,0.0,0.561339911315452,0.5898259679379982,0.0,1.0,dependency,476
@aws-sdk/client-s3-control,0.26458626702070165,1,45,0.0,0.0,5,537661,2,0.5,0.05,0.5421686746987951,0.0,0.11509726465054906,0.14141415689205503,0.1532209166124383,1.0,dependency,536
@aws-sdk/middleware-sdk-s3-control,0.26261964365745327,1,0,0.0,0.0,13,543604,15,0.5,0.05,0.0,0.0,0.1695251428058939,0.14255747174566946,0.38668654064111413,1.0,dependency,535
@babel/helper-globals,0.25993376962805614,2,0,0.0,0.5,0,124467194,43,0.25,0.1,0.0,0.0,0.0,0.7076822219306629,0.5277721816193937,0.5,dependency,549
@firebase/database-types,0.2584798721536713,1,0,0.0,0.0,286638,15570231,0,0.25,0.05,0.0,0.0,0.8072008657740276,0.4914867446515738,0.0,1.0,dependency,279
@azure/core-xml,0.2577202198447096,1,0,0.0,0.0,350,12261355,1,0.5,0.05,0.0,0.0,0.3764793626642108,0.46663882472158763,0.09667163516027853,1.0,dependency,521
@firebase/database-compat,0.2567856999838206,1,0,0.0,0.0,99485,25432978,0,0.25,0.05,0.0,0.0,0.7392248381040245,0.5425210506230701,0.0,1.0,dependency,332
@aws-sdk/client-cloudtrail,0.2556188181823954,1,39,0.0,0.0,5,454897,2,0.5,0.05,0.46987951807228917,0.0,0.11509726465054906,0.12402882513549857,0.1532209166124383,1.0,dependency,537
playwright-core,0.2524749180473773,1,0,0.0,0.0,17326,49453440,0,0.25,0.05,0.0,0.0,0.6269545488461602,0.6116835205165014,0.0,1.0,dependency,418
@azure/storage-blob,0.24913199146854118,1,14,0.0,0.0,11005,15298832,0,0.2,0.05,0.1686746987951807,0.0,0.5978021636887282,0.48965786701631764,0.0,1.0,dependency,448
playwright,0.24897509198232082,1,1,0.0,0.0,9850,44587707,0,0.25,0.05,0.012048192771084338,0.0,0.5906803605779053,0.6009112553631073,0.0,1.0,dependency,450
@smithy/middleware-apply-body-checksum,0.24579395870685006,1,0,0.0,0.0,1,554214,24,0.3333333333333333,0.05,0.0,0.0,0.044525699935081875,0.14456789018302396,0.44892917131470333,1.0,dependency,544
@aws-sdk/client-cloudsearch,0.23818175323605606,1,39,0.0,0.0,1,167680,2,0.5,0.05,0.46987951807228917,0.0,0.044525699935081875,0.020229740387571995,0.1532209166124383,1.0,dependency,541
esrap,0.23462510517506316,1,0,0.0,0.0,1,5046083,3,0.5,0.05,0.0,0.0,0.044525699935081875,0.3742980704336947,0.19334327032055706,1.0,dependency,543
@aws-sdk/client-cloudhsm,0.23326072680187473,1,39,0.0,0.0,0,160295,2,0.5,0.05,0.46987951807228917,0.0,0.0,0.015545175980840596,0.1532209166124383,1.0,dependency,555
@sveltejs/acorn-typescript,0.21475037973917852,1,0,0.0,0.0,0,4466457,5,0.25,0.05,0.0,0.0,0.0,0.3616075827352402,0.24989255177271683,1.0,dependency,559
@azure/storage-common,0.1915306495031425,1,0,0.0,0.0,0,5059087,0,0.5,0.05,0.0,0.0,0.0,0.3745657542906843,0.0,1.0,dependency,545
@smithy/middleware-compression,0.19076900127263605,1,0,0.0,0.0,0,3747689,1,0.3333333333333333,0.05,0.0,0.0,0.0,0.3433590880848154,0.09667163516027853,1.0,dependency,558
@aws-sdk/dynamodb-codec,0.19048475287966965,1,0,0.0,0.0,0,240325,2,0.5,0.05,0.0,0.0,0.0,0.05766495483107895,0.1532209166124383,1.0,dependency,552
